sim_index,route_name,route_type,phase,leg_index,minute_from_start,leg_minute,from_wpt,to_wpt,from_name,to_name,lat_deg,lon_deg,cog_deg,sog_knots,distance_from_start_nm,distance_to_go_nm
1679,Suez OUT - Piraeus,SEA,PILOT_TO_PILOT,5,1679,1513,6,7,SaidTssN,Kriti E,34.865521596993446,27.26230018025074,309.57972469971133,12.0,335.6495515436171,268.3267605758473
1680,Suez OUT - Piraeus,SEA,PILOT_TO_PILOT,5,1680,1514,6,7,SaidTssN,Kriti E,34.86752483703969,27.259057605974,309.57972469971133,12.0,335.8495066496963,268.1268054697681
1681,Suez OUT - Piraeus,SEA,PILOT_TO_PILOT,5,1681,1515,6,7,SaidTssN,Kriti E,34.86952799100678,27.255814873710985,309.57972469971133,12.0,336.0494617557755,267.9268503636889
1682,Suez OUT - Piraeus,SEA,PILOT_TO_PILOT,5,1682,1516,6,7,SaidTssN,Kriti E,34.8715310588841,27.252571983449023,309.57972469971133,12.0,336.2494168618547,267.7268952576097
1683,Suez OUT - Piraeus,SEA,PILOT_TO_PILOT,5,1683,1517,6,7,SaidTssN,Kriti E,34.87353404066104,27.249328935175424,309.57972469971133,12.0,336.44937196793387,267.52694015153054
1684,Suez OUT - Piraeus,SEA,PILOT_TO_PILOT,5,1684,1518,6,7,SaidTssN,Kriti E,34.875536936327,27.246085728877503,309.57972469971133,12.0,336.6493270740131,267.3269850454513
1685,Suez OUT - Piraeus,SEA,PILOT_TO_PILOT,5,1685,1519,6,7,SaidTssN,Kriti E,34.87753974587136,27.24284236454259,309.57972469971133,12.0,336.8492821800923,267.1270299393721
1686,Suez OUT - Piraeus,SEA,PILOT_TO_PILOT,5,1686,1520,6,7,SaidTssN,Kriti E,34.879542469283486,27.239598842157996,309.57972469971133,12.0,337.0492372861715,266.9270748332929
1687,Suez OUT - Piraeus,SEA,PILOT_TO_PILOT,5,1687,1521,6,7,SaidTssN,Kriti E,34.881545106552785,27.23635516171104,309.57972469971133,12.0,337.2491923922507,266.72711972721373
1688,Suez OUT - Piraeus,SEA,PILOT_TO_PILOT,5,1688,1522,6,7,SaidTssN,Kriti E,34.88354765766864,27.233111323189036,309.57972469971133,12.0,337.44914749832986,266.52716462113455
1689,Suez OUT - Piraeus,SEA,PILOT_TO_PILOT,5,1689,1523,6,7,SaidTssN,Kriti E,34.88555012262042,27.229867326579317,309.57972469971133,12.0,337.64910260440905,266.32720951505536
1690,Suez OUT - Piraeus,SEA,PILOT_TO_PILOT,5,1690,1524,6,7,SaidTssN,Kriti E,34.88755250139753,27.226623171869196,309.57972469971133,12.0,337.8490577104883,266.1272544089761
1691,Suez OUT - Piraeus,SEA,PILOT_TO_PILOT,5,1691,1525,6,7,SaidTssN,Kriti E,34.889554793989326,27.223378859045994,309.57972469971133,12.0,338.0490128165675,265.9272993028969
1692,Suez OUT - Piraeus,SEA,PILOT_TO_PILOT,5,1692,1526,6,7,SaidTssN,Kriti E,34.8915570003852,27.220134388097044,309.57972469971133,12.0,338.24896792264667,265.72734419681774
1693,Suez OUT - Piraeus,SEA,PILOT_TO_PILOT,5,1693,1527,6,7,SaidTssN,Kriti E,34.89355912057451,27.21688975900965,309.57972469971133,12.0,338.44892302872586,265.52738909073855
1694,Suez OUT - Piraeus,SEA,PILOT_TO_PILOT,5,1694,1528,6,7,SaidTssN,Kriti E,34.89556115454666,27.213644971771153,309.57972469971133,12.0,338.64887813480505,265.32743398465936
1695,Suez OUT - Piraeus,SEA,PILOT_TO_PILOT,5,1695,1529,6,7,SaidTssN,Kriti E,34.89756310229102,27.210400026368873,309.57972469971133,12.0,338.84883324088423,265.1274788785802
1696,Suez OUT - Piraeus,SEA,PILOT_TO_PILOT,5,1696,1530,6,7,SaidTssN,Kriti E,34.899564963796955,27.20715492279014,309.57972469971133,12.0,339.0487883469635,264.92752377250093
1697,Suez OUT - Piraeus,SEA,PILOT_TO_PILOT,5,1697,1531,6,7,SaidTssN,Kriti E,34.90156673905385,27.203909661022266,309.57972469971133,12.0,339.24874345304266,264.72756866642175
1698,Suez OUT - Piraeus,SEA,PILOT_TO_PILOT,5,1698,1532,6,7,SaidTssN,Kriti E,34.90356842805107,27.20066424105259,309.57972469971133,12.0,339.44869855912185,264.52761356034256
1699,Suez OUT - Piraeus,SEA,PILOT_TO_PILOT,5,1699,1533,6,7,SaidTssN,Kriti E,34.905570030778,27.197418662868433,309.57972469971133,12.0,339.64865366520104,264.32765845426337
1700,Suez OUT - Piraeus,SEA,PILOT_TO_PILOT,5,1700,1534,6,7,SaidTssN,Kriti E,34.907571547223995,27.194172926457124,309.57972469971133,12.0,339.8486087712802,264.1277033481842
1701,Suez OUT - Piraeus,SEA,PILOT_TO_PILOT,5,1701,1535,6,7,SaidTssN,Kriti E,34.90957297737843,27.190927031805995,309.57972469971133,12.0,340.0485638773594,263.927748242105
1702,Suez OUT - Piraeus,SEA,PILOT_TO_PILOT,5,1702,1536,6,7,SaidTssN,Kriti E,34.91157432123068,27.187680978902378,309.57972469971133,12.0,340.24851898343866,263.72779313602575
1703,Suez OUT - Piraeus,SEA,PILOT_TO_PILOT,5,1703,1537,6,7,SaidTssN,Kriti E,34.91357557877012,27.1844347677336,309.57972469971133,12.0,340.44847408951784,263.52783802994657
1704,Suez OUT - Piraeus,SEA,PILOT_TO_PILOT,5,1704,1538,6,7,SaidTssN,Kriti E,34.9155767499861,27.18118839828698,309.57972469971133,12.0,340.64842919559703,263.3278829238674
1705,Suez OUT - Piraeus,SEA,PILOT_TO_PILOT,5,1705,1539,6,7,SaidTssN,Kriti E,34.917577834868005,27.17794187054987,309.57972469971133,12.0,340.8483843016762,263.1279278177882
1706,Suez OUT - Piraeus,SEA,PILOT_TO_PILOT,5,1706,1540,6,7,SaidTssN,Kriti E,34.91957883340518,27.174695184509588,309.57972469971133,12.0,341.0483394077554,262.927972711709
1707,Suez OUT - Piraeus,SEA,PILOT_TO_PILOT,5,1707,1541,6,7,SaidTssN,Kriti E,34.92157974558702,27.171448340153475,309.57972469971133,12.0,341.2482945138346,262.7280176056298
1708,Suez OUT - Piraeus,SEA,PILOT_TO_PILOT,5,1708,1542,6,7,SaidTssN,Kriti E,34.923580571402844,27.168201337468854,309.57972469971133,12.0,341.4482496199138,262.52806249955063
1709,Suez OUT - Piraeus,SEA,PILOT_TO_PILOT,5,1709,1543,6,7,SaidTssN,Kriti E,34.92558131084204,27.16495417644307,309.57972469971133,12.0,341.648204725993,262.3281073934714
1710,Suez OUT - Piraeus,SEA,PILOT_TO_PILOT,5,1710,1544,6,7,SaidTssN,Kriti E,34.927581963893985,27.161706857063457,309.57972469971133,12.0,341.8481598320722,262.1281522873922
1711,Suez OUT - Piraeus,SEA,PILOT_TO_PILOT,5,1711,1545,6,7,SaidTssN,Kriti E,34.92958253054801,27.158459379317346,309.57972469971133,12.0,342.0481149381514,261.928197181313
1712,Suez OUT - Piraeus,SEA,PILOT_TO_PILOT,5,1712,1546,6,7,SaidTssN,Kriti E,34.931583010793496,27.15521174319207,309.57972469971133,12.0,342.2480700442306,261.7282420752338
1713,Suez OUT - Piraeus,SEA,PILOT_TO_PILOT,5,1713,1547,6,7,SaidTssN,Kriti E,34.93358340461979,27.15196394867498,309.57972469971133,12.0,342.4480251503098,261.52828696915464
1714,Suez OUT - Piraeus,SEA,PILOT_TO_PILOT,5,1714,1548,6,7,SaidTssN,Kriti E,34.935583712016246,27.148715995753395,309.57972469971133,12.0,342.64798025638896,261.32833186307545
1715,Suez OUT - Piraeus,SEA,PILOT_TO_PILOT,5,1715,1549,6,7,SaidTssN,Kriti E,34.93758393297223,27.145467884414675,309.57972469971133,12.0,342.8479353624682,261.1283767569962
1716,Suez OUT - Piraeus,SEA,PILOT_TO_PILOT,5,1716,1550,6,7,SaidTssN,Kriti E,34.939584067477085,27.142219614646134,309.57972469971133,12.0,343.0478904685474,260.928421650917
1717,Suez OUT - Piraeus,SEA,PILOT_TO_PILOT,5,1717,1551,6,7,SaidTssN,Kriti E,34.941584115520186,27.138971186435136,309.57972469971133,12.0,343.2478455746266,260.72846654483783
1718,Suez OUT - Piraeus,SEA,PILOT_TO_PILOT,5,1718,1552,6,7,SaidTssN,Kriti E,34.943584077090875,27.135722599769004,309.57972469971133,12.0,343.44780068070577,260.52851143875864
1719,Suez OUT - Piraeus,SEA,PILOT_TO_PILOT,5,1719,1553,6,7,SaidTssN,Kriti E,34.945583952178495,27.13247385463509,309.57972469971133,12.0,343.64775578678496,260.32855633267945
1720,Suez OUT - Piraeus,SEA,PILOT_TO_PILOT,5,1720,1554,6,7,SaidTssN,Kriti E,34.94758374077241,27.129224951020728,309.57972469971133,12.0,343.84771089286414,260.12860122660027
1721,Suez OUT - Piraeus,SEA,PILOT_TO_PILOT,5,1721,1555,6,7,SaidTssN,Kriti E,34.949583442861964,27.12597588891327,309.57972469971133,12.0,344.0476659989434,259.928646120521
1722,Suez OUT - Piraeus,SEA,PILOT_TO_PILOT,5,1722,1556,6,7,SaidTssN,Kriti E,34.951583058436526,27.122726668300047,309.57972469971133,12.0,344.2476211050226,259.72869101444184
1723,Suez OUT - Piraeus,SEA,PILOT_TO_PILOT,5,1723,1557,6,7,SaidTssN,Kriti E,34.953582587485414,27.119477289168422,309.57972469971133,12.0,344.44757621110176,259.52873590836265
1724,Suez OUT - Piraeus,SEA,PILOT_TO_PILOT,5,1724,1558,6,7,SaidTssN,Kriti E,34.955582029997984,27.116227751505722,309.57972469971133,12.0,344.64753131718095,259.32878080228346
1725,Suez OUT - Piraeus,SEA,PILOT_TO_PILOT,5,1725,1559,6,7,SaidTssN,Kriti E,34.95758138596359,27.112978055299298,309.57972469971133,12.0,344.84748642326014,259.1288256962043
1726,Suez OUT - Piraeus,SEA,PILOT_TO_PILOT,5,1726,1560,6,7,SaidTssN,Kriti E,34.95958065537158,27.109728200536487,309.57972469971133,12.0,345.0474415293393,258.9288705901251
1727,Suez OUT - Piraeus,SEA,PILOT_TO_PILOT,5,1727,1561,6,7,SaidTssN,Kriti E,34.96157983821129,27.106478187204658,309.57972469971133,12.0,345.24739663541857,258.72891548404584
1728,Suez OUT - Piraeus,SEA,PILOT_TO_PILOT,5,1728,1562,6,7,SaidTssN,Kriti E,34.96357893447207,27.10322801529114,309.57972469971133,12.0,345.44735174149776,258.52896037796665
1729,Suez OUT - Piraeus,SEA,PILOT_TO_PILOT,5,1729,1563,6,7,SaidTssN,Kriti E,34.96557794414326,27.09997768478329,309.57972469971133,12.0,345.64730684757694,258.32900527188747
1730,Suez OUT - Piraeus,SEA,PILOT_TO_PILOT,5,1730,1564,6,7,SaidTssN,Kriti E,34.9675768672142,27.096727195668446,309.57972469971133,12.0,345.84726195365613,258.1290501658083
1731,Suez OUT - Piraeus,SEA,PILOT_TO_PILOT,5,1731,1565,6,7,SaidTssN,Kriti E,34.96957570367422,27.093476547933975,309.57972469971133,12.0,346.0472170597353,257.9290950597291
1732,Suez OUT - Piraeus,SEA,PILOT_TO_PILOT,5,1732,1566,6,7,SaidTssN,Kriti E,34.97157445351269,27.090225741567213,309.57972469971133,12.0,346.2471721658145,257.7291399536499
1733,Suez OUT - Piraeus,SEA,PILOT_TO_PILOT,5,1733,1567,6,7,SaidTssN,Kriti E,34.9735731167189,27.086974776555515,309.57972469971133,12.0,346.4471272718937,257.5291848475707
1734,Suez OUT - Piraeus,SEA,PILOT_TO_PILOT,5,1734,1568,6,7,SaidTssN,Kriti E,34.97557169328225,27.08372365288624,309.57972469971133,12.0,346.64708237797294,257.3292297414915
1735,Suez OUT - Piraeus,SEA,PILOT_TO_PILOT,5,1735,1569,6,7,SaidTssN,Kriti E,34.97757018319202,27.080472370546726,309.57972469971133,12.0,346.8470374840521,257.1292746354123
1736,Suez OUT - Piraeus,SEA,PILOT_TO_PILOT,5,1736,1570,6,7,SaidTssN,Kriti E,34.97956858643757,27.07722092952434,309.57972469971133,12.0,347.0469925901313,256.9293195293331
1737,Suez OUT - Piraeus,SEA,PILOT_TO_PILOT,5,1737,1571,6,7,SaidTssN,Kriti E,34.981566903008236,27.073969329806427,309.57972469971133,12.0,347.2469476962105,256.7293644232539
1738,Suez OUT - Piraeus,SEA,PILOT_TO_PILOT,5,1738,1572,6,7,SaidTssN,Kriti E,34.98356513289336,27.07071757138035,309.57972469971133,12.0,347.4469028022897,256.5294093171747
1739,Suez OUT - Piraeus,SEA,PILOT_TO_PILOT,5,1739,1573,6,7,SaidTssN,Kriti E,34.985563276082246,27.06746565423346,309.57972469971133,12.0,347.6468579083689,256.32945421109554
1740,Suez OUT - Piraeus,SEA,PILOT_TO_PILOT,5,1740,1574,6,7,SaidTssN,Kriti E,34.98756133256425,27.064213578353108,309.57972469971133,12.0,347.8468130144481,256.1294991050163
1741,Suez OUT - Piraeus,SEA,PILOT_TO_PILOT,5,1741,1575,6,7,SaidTssN,Kriti E,34.989559302328686,27.06096134372665,309.57972469971133,12.0,348.0467681205273,255.9295439989371
1742,Suez OUT - Piraeus,SEA,PILOT_TO_PILOT,5,1742,1576,6,7,SaidTssN,Kriti E,34.9915571853649,27.057708950341457,309.57972469971133,12.0,348.2467232266065,255.72958889285792
1743,Suez OUT - Piraeus,SEA,PILOT_TO_PILOT,5,1743,1577,6,7,SaidTssN,Kriti E,34.99355498166221,27.05445639818488,309.57972469971133,12.0,348.4466783326857,255.52963378677873
1744,Suez OUT - Piraeus,SEA,PILOT_TO_PILOT,5,1744,1578,6,7,SaidTssN,Kriti E,34.99555269120994,27.051203687244275,309.57972469971133,12.0,348.64663343876487,255.32967868069954
1745,Suez OUT - Piraeus,SEA,PILOT_TO_PILOT,5,1745,1579,6,7,SaidTssN,Kriti E,34.99755031399742,27.047950817506997,309.57972469971133,12.0,348.84658854484405,255.12972357462036
1746,Suez OUT - Piraeus,SEA,PILOT_TO_PILOT,5,1746,1580,6,7,SaidTssN,Kriti E,34.99954785001398,27.04469778896042,309.57972469971133,12.0,349.0465436509233,254.9297684685411
1747,Suez OUT - Piraeus,SEA,PILOT_TO_PILOT,5,1747,1581,6,7,SaidTssN,Kriti E,35.001545299248946,27.04144460159189,309.57972469971133,12.0,349.2464987570025,254.72981336246193
1748,Suez OUT - Piraeus,SEA,PILOT_TO_PILOT,5,1748,1582,6,7,SaidTssN,Kriti E,35.00354266169163,27.038191255388778,309.57972469971133,12.0,349.4464538630817,254.52985825638274
1749,Suez OUT - Piraeus,SEA,PILOT_TO_PILOT,5,1749,1583,6,7,SaidTssN,Kriti E,35.00553993733136,27.03493775033845,309.57972469971133,12.0,349.64640896916086,254.32990315030355
1750,Suez OUT - Piraeus,SEA,PILOT_TO_PILOT,5,1750,1584,6,7,SaidTssN,Kriti E,35.007537126157466,27.03168408642826,309.57972469971133,12.0,349.84636407524005,254.12994804422436
1751,Suez OUT - Piraeus,SEA,PILOT_TO_PILOT,5,1751,1585,6,7,SaidTssN,Kriti E,35.009534228159275,27.028430263645582,309.57972469971133,12.0,350.04631918131923,253.92999293814518
1752,Suez OUT - Piraeus,SEA,PILOT_TO_PILOT,5,1752,1586,6,7,SaidTssN,Kriti E,35.01153124332607,27.02517628197777,309.57972469971133,12.0,350.2462742873985,253.73003783206593
1753,Suez OUT - Piraeus,SEA,PILOT_TO_PILOT,5,1753,1587,6,7,SaidTssN,Kriti E,35.013528171647195,27.021922141412187,309.57972469971133,12.0,350.44622939347767,253.53008272598674
1754,Suez OUT - Piraeus,SEA,PILOT_TO_PILOT,5,1754,1588,6,7,SaidTssN,Kriti E,35.01552501311197,27.018667841936217,309.57972469971133,12.0,350.64618449955685,253.33012761990756
1755,Suez OUT - Piraeus,SEA,PILOT_TO_PILOT,5,1755,1589,6,7,SaidTssN,Kriti E,35.0175217677097,27.015413383537208,309.57972469971133,12.0,350.84613960563604,253.13017251382837
1756,Suez OUT - Piraeus,SEA,PILOT_TO_PILOT,5,1756,1590,6,7,SaidTssN,Kriti E,35.01951843542972,27.01215876620254,309.57972469971133,12.0,351.0460947117152,252.93021740774918
1757,Suez OUT - Piraeus,SEA,PILOT_TO_PILOT,5,1757,1591,6,7,SaidTssN,Kriti E,35.02151501626131,27.008903989919578,309.57972469971133,12.0,351.2460498177944,252.73026230167
1758,Suez OUT - Piraeus,SEA,PILOT_TO_PILOT,5,1758,1592,6,7,SaidTssN,Kriti E,35.02351151019383,27.005649054675676,309.57972469971133,12.0,351.44600492387366,252.53030719559075
1759,Suez OUT - Piraeus,SEA,PILOT_TO_PILOT,5,1759,1593,6,7,SaidTssN,Kriti E,35.025507917216544,27.002393960458228,309.57972469971133,12.0,351.64596002995285,252.33035208951156
1760,Suez OUT - Piraeus,SEA,PILOT_TO_PILOT,5,1760,1594,6,7,SaidTssN,Kriti E,35.02750423731879,26.99913870725459,309.57972469971133,12.0,351.84591513603203,252.13039698343238
1761,Suez OUT - Piraeus,SEA,PILOT_TO_PILOT,5,1761,1595,6,7,SaidTssN,Kriti E,35.02950047048987,26.995883295052145,309.57972469971133,12.0,352.0458702421112,251.9304418773532
1762,Suez OUT - Piraeus,SEA,PILOT_TO_PILOT,5,1762,1596,6,7,SaidTssN,Kriti E,35.03149661671912,26.99262772383825,309.57972469971133,12.0,352.2458253481904,251.730486771274
1763,Suez OUT - Piraeus,SEA,PILOT_TO_PILOT,5,1763,1597,6,7,SaidTssN,Kriti E,35.033492675995795,26.989371993600276,309.57972469971133,12.0,352.4457804542696,251.53053166519481
1764,Suez OUT - Piraeus,SEA,PILOT_TO_PILOT,5,1764,1598,6,7,SaidTssN,Kriti E,35.03548864830926,26.986116104325614,309.57972469971133,12.0,352.6457355603488,251.33057655911563
1765,Suez OUT - Piraeus,SEA,PILOT_TO_PILOT,5,1765,1599,6,7,SaidTssN,Kriti E,35.03748453364879,26.982860056001634,309.57972469971133,12.0,352.845690666428,251.13062145303638
1766,Suez OUT - Piraeus,SEA,PILOT_TO_PILOT,5,1766,1600,6,7,SaidTssN,Kriti E,35.039480332003684,26.979603848615696,309.57972469971133,12.0,353.0456457725072,250.9306663469572
1767,Suez OUT - Piraeus,SEA,PILOT_TO_PILOT,5,1767,1601,6,7,SaidTssN,Kriti E,35.04147604336326,26.976347482155177,309.57972469971133,12.0,353.2456008785864,250.730711240878
1768,Suez OUT - Piraeus,SEA,PILOT_TO_PILOT,5,1768,1602,6,7,SaidTssN,Kriti E,35.04347166771683,26.973090956607468,309.57972469971133,12.0,353.4455559846656,250.53075613479882
1769,Suez OUT - Piraeus,SEA,PILOT_TO_PILOT,5,1769,1603,6,7,SaidTssN,Kriti E,35.04546720505367,26.969834271959936,309.57972469971133,12.0,353.6455110907448,250.33080102871963
1770,Suez OUT - Piraeus,SEA,PILOT_TO_PILOT,5,1770,1604,6,7,SaidTssN,Kriti E,35.0474626553631,26.96657742819996,309.57972469971133,12.0,353.84546619682396,250.13084592264045
1771,Suez OUT - Piraeus,SEA,PILOT_TO_PILOT,5,1771,1605,6,7,SaidTssN,Kriti E,35.049458018634425,26.963320425314922,309.57972469971133,12.0,354.0454213029032,249.9308908165612
1772,Suez OUT - Piraeus,SEA,PILOT_TO_PILOT,5,1772,1606,6,7,SaidTssN,Kriti E,35.051453294856934,26.960063263292206,309.57972469971133,12.0,354.2453764089824,249.73093571048202
1773,Suez OUT - Piraeus,SEA,PILOT_TO_PILOT,5,1773,1607,6,7,SaidTssN,Kriti E,35.05344848401993,26.956805942119175,309.57972469971133,12.0,354.4453315150616,249.53098060440283
1774,Suez OUT - Piraeus,SEA,PILOT_TO_PILOT,5,1774,1608,6,7,SaidTssN,Kriti E,35.05544358611271,26.95354846178322,309.57972469971133,12.0,354.64528662114077,249.33102549832364
1775,Suez OUT - Piraeus,SEA,PILOT_TO_PILOT,5,1775,1609,6,7,SaidTssN,Kriti E,35.05743860112456,26.95029082227172,309.57972469971133,12.0,354.84524172721996,249.13107039224445
1776,Suez OUT - Piraeus,SEA,PILOT_TO_PILOT,5,1776,1610,6,7,SaidTssN,Kriti E,35.05943352904478,26.94703302357206,309.57972469971133,12.0,355.04519683329914,248.93111528616527
1777,Suez OUT - Piraeus,SEA,PILOT_TO_PILOT,5,1777,1611,6,7,SaidTssN,Kriti E,35.06142836986268,26.943775065671623,309.57972469971133,12.0,355.2451519393784,248.73116018008602
1778,Suez OUT - Piraeus,SEA,PILOT_TO_PILOT,5,1778,1612,6,7,SaidTssN,Kriti E,35.06342312356754,26.94051694855779,309.57972469971133,12.0,355.4451070454576,248.53120507400683
1779,Suez OUT - Piraeus,SEA,PILOT_TO_PILOT,5,1779,1613,6,7,SaidTssN,Kriti E,35.06541779014865,26.93725867221794,309.57972469971133,12.0,355.64506215153676,248.33124996792765
1780,Suez OUT - Piraeus,SEA,PILOT_TO_PILOT,5,1780,1614,6,7,SaidTssN,Kriti E,35.06741236959531,26.934000236639463,309.57972469971133,12.0,355.84501725761595,248.13129486184846
1781,Suez OUT - Piraeus,SEA,PILOT_TO_PILOT,5,1781,1615,6,7,SaidTssN,Kriti E,35.0694068618968,26.93074164180975,309.57972469971133,12.0,356.04497236369514,247.93133975576927
1782,Suez OUT - Piraeus,SEA,PILOT_TO_PILOT,5,1782,1616,6,7,SaidTssN,Kriti E,35.071401267042425,26.927482887716184,309.57972469971133,12.0,356.2449274697743,247.73138464969009
1783,Suez OUT - Piraeus,SEA,PILOT_TO_PILOT,5,1783,1617,6,7,SaidTssN,Kriti E,35.07339558502145,26.924223974346145,309.57972469971133,12.0,356.44488257585357,247.53142954361084
1784,Suez OUT - Piraeus,SEA,PILOT_TO_PILOT,5,1784,1618,6,7,SaidTssN,Kriti E,35.075389815823186,26.920964901687025,309.57972469971133,12.0,356.64483768193276,247.33147443753165
1785,Suez OUT - Piraeus,SEA,PILOT_TO_PILOT,5,1785,1619,6,7,SaidTssN,Kriti E,35.077383959436915,26.917705669726228,309.57972469971133,12.0,356.84479278801194,247.13151933145247
1786,Suez OUT - Piraeus,SEA,PILOT_TO_PILOT,5,1786,1620,6,7,SaidTssN,Kriti E,35.07937801585191,26.91444627845112,309.57972469971133,12.0,357.04474789409113,246.93156422537328
1787,Suez OUT - Piraeus,SEA,PILOT_TO_PILOT,5,1787,1621,6,7,SaidTssN,Kriti E,35.081371985057466,26.9111867278491,309.57972469971133,12.0,357.2447030001703,246.7316091192941
1788,Suez OUT - Piraeus,SEA,PILOT_TO_PILOT,5,1788,1622,6,7,SaidTssN,Kriti E,35.08336586704286,26.907927017907557,309.57972469971133,12.0,357.4446581062495,246.5316540132149
1789,Suez OUT - Piraeus,SEA,PILOT_TO_PILOT,5,1789,1623,6,7,SaidTssN,Kriti E,35.08535966179736,26.904667148613896,309.57972469971133,12.0,357.64461321232875,246.33169890713566
1790,Suez OUT - Piraeus,SEA,PILOT_TO_PILOT,5,1790,1624,6,7,SaidTssN,Kriti E,35.087353369310286,26.90140711995549,309.57972469971133,12.0,357.84456831840794,246.13174380105647
1791,Suez OUT - Piraeus,SEA,PILOT_TO_PILOT,5,1791,1625,6,7,SaidTssN,Kriti E,35.08934698957089,26.898146931919737,309.57972469971133,12.0,358.0445234244871,245.93178869497729
1792,Suez OUT - Piraeus,SEA,PILOT_TO_PILOT,5,1792,1626,6,7,SaidTssN,Kriti E,35.091340522568466,26.894886584494046,309.57972469971133,12.0,358.2444785305663,245.7318335888981
1793,Suez OUT - Piraeus,SEA,PILOT_TO_PILOT,5,1793,1627,6,7,SaidTssN,Kriti E,35.09333396829227,26.89162607766579,309.57972469971133,12.0,358.4444336366455,245.5318784828189
1794,Suez OUT - Piraeus,SEA,PILOT_TO_PILOT,5,1794,1628,6,7,SaidTssN,Kriti E,35.0953273267316,26.888365411422377,309.57972469971133,12.0,358.6443887427247,245.33192337673972
1795,Suez OUT - Piraeus,SEA,PILOT_TO_PILOT,5,1795,1629,6,7,SaidTssN,Kriti E,35.09732059787573,26.885104585751204,309.57972469971133,12.0,358.8443438488039,245.13196827066054
1796,Suez OUT - Piraeus,SEA,PILOT_TO_PILOT,5,1796,1630,6,7,SaidTssN,Kriti E,35.099313781713924,26.881843600639662,309.57972469971133,12.0,359.0442989548831,244.9320131645813
1797,Suez OUT - Piraeus,SEA,PILOT_TO_PILOT,5,1797,1631,6,7,SaidTssN,Kriti E,35.10130687823548,26.878582456075144,309.57972469971133,12.0,359.2442540609623,244.7320580585021
1798,Suez OUT - Piraeus,SEA,PILOT_TO_PILOT,5,1798,1632,6,7,SaidTssN,Kriti E,35.103299887429635,26.87532115204506,309.57972469971133,12.0,359.4442091670415,244.53210295242292
1799,Suez OUT - Piraeus,SEA,PILOT_TO_PILOT,5,1799,1633,6,7,SaidTssN,Kriti E,35.10529280928569,26.872059688536805,309.57972469971133,12.0,359.6441642731207,244.33214784634373
1800,Suez OUT - Piraeus,SEA,PILOT_TO_PILOT,5,1800,1634,6,7,SaidTssN,Kriti E,35.107285643792906,26.868798065537778,309.57972469971133,12.0,359.84411937919987,244.13219274026454
1801,Suez OUT - Piraeus,SEA,PILOT_TO_PILOT,5,1801,1635,6,7,SaidTssN,Kriti E,35.10927839094056,26.865536283035375,309.57972469971133,12.0,360.04407448527905,243.93223763418536
1802,Suez OUT - Piraeus,SEA,PILOT_TO_PILOT,5,1802,1636,6,7,SaidTssN,Kriti E,35.11127105071791,26.86227434101701,309.57972469971133,12.0,360.2440295913583,243.7322825281061
1803,Suez OUT - Piraeus,SEA,PILOT_TO_PILOT,5,1803,1637,6,7,SaidTssN,Kriti E,35.113263623114236,26.85901223947007,309.57972469971133,12.0,360.4439846974375,243.53232742202692
1804,Suez OUT - Piraeus,SEA,PILOT_TO_PILOT,5,1804,1638,6,7,SaidTssN,Kriti E,35.11525610811881,26.85574997838197,309.57972469971133,12.0,360.6439398035167,243.33237231594774
1805,Suez OUT - Piraeus,SEA,PILOT_TO_PILOT,5,1805,1639,6,7,SaidTssN,Kriti E,35.11724850572087,26.852487557740098,309.57972469971133,12.0,360.84389490959586,243.13241720986855
1806,Suez OUT - Piraeus,SEA,PILOT_TO_PILOT,5,1806,1640,6,7,SaidTssN,Kriti E,35.119240815909706,26.84922497753187,309.57972469971133,12.0,361.04385001567505,242.93246210378936
1807,Suez OUT - Piraeus,SEA,PILOT_TO_PILOT,5,1807,1641,6,7,SaidTssN,Kriti E,35.121233038674575,26.845962237744686,309.57972469971133,12.0,361.24380512175424,242.73250699771017
1808,Suez OUT - Piraeus,SEA,PILOT_TO_PILOT,5,1808,1642,6,7,SaidTssN,Kriti E,35.12322517400475,26.842699338365968,309.57972469971133,12.0,361.4437602278335,242.53255189163093
1809,Suez OUT - Piraeus,SEA,PILOT_TO_PILOT,5,1809,1643,6,7,SaidTssN,Kriti E,35.12521722188948,26.8394362793831,309.57972469971133,12.0,361.64371533391267,242.33259678555174
1810,Suez OUT - Piraeus,SEA,PILOT_TO_PILOT,5,1810,1644,6,7,SaidTssN,Kriti E,35.12720918231803,26.836173060783498,309.57972469971133,12.0,361.84367043999185,242.13264167947256
1811,Suez OUT - Piraeus,SEA,PILOT_TO_PILOT,5,1811,1645,6,7,SaidTssN,Kriti E,35.12920105527966,26.832909682554575,309.57972469971133,12.0,362.04362554607104,241.93268657339337
1812,Suez OUT - Piraeus,SEA,PILOT_TO_PILOT,5,1812,1646,6,7,SaidTssN,Kriti E,35.13119284076363,26.829646144683732,309.57972469971133,12.0,362.24358065215023,241.73273146731418
1813,Suez OUT - Piraeus,SEA,PILOT_TO_PILOT,5,1813,1647,6,7,SaidTssN,Kriti E,35.13318453875921,26.82638244715838,309.57972469971133,12.0,362.4435357582294,241.532776361235
1814,Suez OUT - Piraeus,SEA,PILOT_TO_PILOT,5,1814,1648,6,7,SaidTssN,Kriti E,35.135176149255635,26.823118589965933,309.57972469971133,12.0,362.64349086430866,241.33282125515575
